140	67	48
80	84	84
85	58	85
83	68	83
75	68	61
64	86	66
57	58	41
33	70	45
64	71	71
86	58	68
64	83	83
57	33	33
93	36	33
74	120	61
140	33	37
58	93	74
64	64	60
80	51	55
58	51	36
33	75	75
36	43	42
58	140	78
64	33	64
57	67	67
57	36	46
60	71	71
58	63	63
64	64	63
73	50	46
50	58	43
64	74	57
50	64	73
45	49	40
73	43	59
39	64	46
39	64	50
64	74	74
58	64	50
73	73	62
73	73	73
64	140	62
64	57	57
80	52	52
80	51	51
73	74	51
73	39	46
58	60	62
63	64	63
60	36	60
50	75	51
107	58	47
43	50	44
71	57	57
58	57	55
50	71	43
58	75	54
60	50	50
71	50	71
60	66	66
58	60	45
90	57	46
52	60	52
43	51	43
42	42	42
50	58	59
43	57	53
60	69	74
57	140	46
60	57	48
50	80	54
43	50	38
76	76	73
59	120	64
55	76	57
62	59	62
80	44	71
76	57	54
44	76	61
59	83	83
76	59	55
76	59	55
51	43	53
59	76	61
44	55	57
60	36	35
76	36	47
81	59	81
71	76	71
62	36	62
64	43	64
120	55	69
59	90	64
59	43	62
110	110	106
60	140	58
103	74	58
140	110	59
63	63	51
36	110	43
75	65	60
43	43	41
103	57	50
36	80	62
90	103	67
60	43	47
61	103	60
103	57	54
76	65	72
75	110	53
79	110	79
110	65	62
110	74	51
80	43	80
103	60	63
105	43	65
136	73	56
60	73	75
68	61	55
136	68	61
120	73	58
73	78	52
73	88	58
51	60	50
68	73	56
66	87	101
80	61	59
73	61	50
87	36	87
78	136	91
91	47	91
71	71	71
73	61	53
87	61	63
120	87	109
73	88	58
88	61	44
61	75	75
70	99	59
47	120	50
54	99	68
47	70	58
70	66	65
80	70	65
140	47	42
66	99	66
61	80	56
34	80	48
34	47	38
70	51	64
47	34	34
80	83	83
36	70	71
34	61	47
34	60	57
73	34	73
88	62	62
34	47	31
66	70	66
66	47	49
55	65	74
55	53	56
95	74	95
83	80	74
65	56	85
56	53	71
53	80	55
80	60	60
71	87	88
71	53	68
56	71	57
56	65	85
88	55	43
56	65	85
53	107	62
56	140	50
60	71	59
53	60	52
56	56	46
71	114	97
120	120	120
109	109	109
120	77	77
59	88	53
77	107	68
71	62	60
71	62	71
140	181	92
59	59	51
62	62	59
78	62	55
71	109	72
87	62	71
71	71	64
54	120	54
88	80	76
63	77	63
71	55	58
84	62	84
74	78	57
36	78	78
59	87	98
181	80	75
120	62	70
60	144	66
62	48	59
62	62	58
62	144	52
120	74	52
56	94	88
107	56	50
136	76	89
62	48	59
140	47	49
62	144	47
62	56	44
48	48	47
62	69	66
144	48	53
62	47	50
48	56	45
64	94	64
56	144	49
48	76	58
47	44	50
56	60	60
36	70	58
88	72	76
57	72	55
75	70	71
75	57	50
82	60	72
80	72	88
72	69	64
57	47	43
51	82	67
95	57	95
75	82	68
70	80	61
70	57	65
69	74	44
47	82	82
76	82	76
57	107	54
55	70	55
53	72	53
57	47	47
57	72	57
51	48	39
70	51	54
87	48	77
75	58	56
70	68	60
60	75	55
65	99	65
60	48	47
70	70	68
66	70	66
136	48	51
140	68	55
75	87	73
36	120	48
44	70	53
74	36	49
58	58	58
59	60	59
75	48	51
62	99	62
62	36	62
75	63	63
53	40	44
107	53	47
53	114	64
87	48	85
48	40	36
74	62	73
60	114	64
114	99	77
48	51	52
87	120	82
136	74	60
40	80	59
40	74	34
48	114	70
114	48	70
40	36	32
53	88	88
48	79	79
69	87	69
53	63	63
48	44	55
114	53	61
51	99	78
89	62	69
36	112	88
71	100	65
62	59	59
71	112	64
120	99	83
64	89	65
64	71	69
100	88	61
112	71	64
75	80	43
88	68	68
65	62	65
71	64	77
74	99	85
140	62	59
84	89	84
64	64	59
136	75	72
89	80	79
79	79	79
88	53	46
54	65	72
60	112	72
88	115	115
88	65	62
99	112	83
56	88	49
79	54	56
120	88	120
112	136	112
65	54	61
56	56	49
79	54	51
112	65	70
92	88	92
92	54	92
56	54	47
54	78	56
120	120	98
54	75	58
79	112	79
78	56	78
107	120	66
91	107	82
58	58	57
39	88	74
88	60	68
39	58	56
58	39	51
36	112	89
88	70	80
88	70	79
118	58	118
116	60	116
88	39	81
39	70	47
43	70	57
92	58	92
70	39	46
39	114	67
70	112	81
88	58	79
70	88	86
136	58	59
36	51	50
54	78	59
104	57	72
107	62	70
54	104	90
88	56	42
62	51	66
62	54	60
96	74	96
56	51	41
54	110	50
62	54	51
57	84	84
112	62	55
36	60	55
60	61	61
54	54	54
51	43	51
57	107	49
55	110	55
78	88	68
62	60	57
49	120	63
102	42	59
136	88	100
42	53	39
75	75	69
80	42	80
42	42	44
46	49	39
88	78	66
43	104	104
53	46	40
49	94	94
36	136	76
89	78	89
136	80	77
42	49	50
71	75	71
36	49	38
42	53	44
42	80	40
140	78	58
42	77	77
65	140	84
81	69	61
47	47	42
140	59	48
81	136	69
62	47	38
65	47	65
80	59	46
107	88	58
47	107	61
69	36	39
47	43	36
65	81	78
59	81	71
60	69	51
78	59	57
140	47	50
59	59	59
47	59	52
78	36	66
140	70	70
71	69	71
140	162	101
113	113	108
113	113	108
81	62	55
88	67	57
69	113	71
73	113	62
43	162	73
136	120	68
113	74	74
113	113	96
69	113	68
113	80	78
113	67	59
140	69	50
69	81	53
65	74	65
113	69	62
69	67	56
69	81	56
91	91	91
113	69	63
48	71	42
67	48	55
48	60	53
71	107	68
70	60	70
62	48	51
48	70	56
78	36	78
48	81	46
48	77	77
102	62	56
102	126	55
70	81	67
120	102	57
70	60	77
71	81	67
81	71	76
43	36	39
62	81	60
36	81	51
102	66	66
48	81	45
80	48	64
46	140	50
120	62	63
48	52	51
86	48	86
48	120	45
48	66	46
123	120	87
74	72	46
123	48	71
66	48	48
72	72	68
120	72	78
72	62	62
48	57	57
72	70	63
48	60	55
140	81	81
80	72	67
66	48	66
72	66	61
66	36	66
75	57	60
75	43	53
43	75	51
54	140	55
54	136	52
120	73	61
140	112	64
73	107	62
57	80	58
57	57	54
57	75	57
57	57	58
112	54	62
79	57	79
73	60	71
60	102	102
87	36	87
59	57	51
65	59	60
62	65	66
54	59	51
59	65	63
42	41	48
140	136	70
95	107	74
41	58	41
120	112	76
69	136	72
69	88	88
42	41	49
95	75	60
41	42	47
36	75	47
112	36	33
42	75	41
69	41	48
60	41	60
42	54	54
69	57	57
41	80	47
36	41	41
42	36	43
41	41	39
41	74	58
99	99	99
60	136	67
99	136	70
99	72	56
211	99	119
57	136	86
136	57	76
74	62	63
153	92	92
67	57	68
72	72	66
72	43	55
57	67	66
67	98	98
99	99	100
99	99	95
99	153	93
72	99	53
75	57	49
104	99	104
72	60	55
72	57	54
62	81	74
52	58	58
60	58	57
78	120	51
91	69	91
58	58	55
52	52	50
120	120	109
75	52	47
62	58	57
62	78	66
58	62	57
75	36	46
136	136	137
52	93	93
75	36	45
62	69	59
136	62	101
120	69	45
52	52	47
80	74	82
62	120	58
94	54	57
80	110	66
41	74	42
54	74	52
94	94	84
41	54	42
74	54	54
74	81	75
77	94	48
43	54	49
54	54	47
62	74	55
54	77	50
41	94	54
54	78	57
94	74	65
54	80	51
110	87	87
74	81	69
77	54	45
74	74	60
94	94	85
107	108	84
108	65	79
58	62	44
136	58	86
36	108	64
65	108	78
108	58	93
81	59	71
65	136	98
108	108	93
91	59	91
81	47	73
80	80	73
47	108	97
58	79	79
59	58	48
108	79	79
65	80	69
59	144	80
108	108	101
120	80	58
104	58	104
56	82	60
82	74	48
82	58	50
56	65	65
82	56	58
56	110	61
82	70	70
82	140	56
81	74	68
82	89	89
82	81	81
81	58	60
110	58	74
58	56	46
70	59	48
58	107	51
58	82	44
54	59	54
54	82	54
136	82	68
82	74	48
49	36	49
58	66	62
102	43	61
102	102	87
102	73	73
102	90	77
64	59	64
102	120	66
140	66	60
58	68	52
36	80	67
74	68	65
80	59	74
70	80	70
58	58	51
55	68	69
43	55	52
59	73	73
55	68	65
102	36	76
58	79	79
90	58	59
86	55	53
58	76	56
64	64	65
140	63	52
77	77	77
36	58	37
63	77	51
64	80	56
93	58	93
58	68	52
59	89	89
58	77	58
36	77	56
58	63	35
63	140	51
58	76	62
58	76	61
120	59	71
76	86	86
77	77	73
63	77	77
77	120	61
81	81	81
36	85	53
136	85	58
85	58	68
120	49	50
49	58	48
59	36	57
66	81	66
85	85	80
85	81	66
74	59	53
58	85	66
58	59	57
81	58	62
59	59	58
85	59	52
49	85	65
65	65	65
59	59	59
144	58	80
81	58	58
59	55	55
51	140	51
58	55	51
58	78	69
76	55	35
57	58	43
55	76	60
78	76	70
55	76	57
76	55	55
55	78	57
76	55	39
58	76	44
55	76	54
55	120	53
81	140	66
76	55	58
55	58	40
73	78	73
58	136	89
69	76	69
43	60	60
76	78	66
55	58	36
58	71	56
71	140	70
57	120	63
140	57	53
52	71	52
71	53	49
71	71	71
57	81	84
111	53	111
88	75	88
71	107	66
57	136	94
71	53	52
58	53	44
75	57	58
58	71	50
80	53	47
71	62	60
71	107	65
71	120	65
81	57	70
53	58	52
80	58	64
58	61	45
120	58	58
46	43	45
44	48	44
72	61	59
74	107	54
46	52	39
62	72	39
46	61	45
72	72	66
36	61	42
81	72	64
46	61	39
72	74	60
52	52	42
140	52	33
43	44	41
52	53	53
46	43	33
52	46	36
48	61	39
58	58	50
58	70	71
56	52	48
52	74	58
52	46	49
52	56	46
46	58	41
70	62	62
74	58	61
75	75	75
52	76	56
107	80	55
56	52	45
107	80	66
70	58	57
70	52	55
70	70	58
136	46	51
56	58	43
76	80	57
58	43	44
58	48	42
33	63	44
63	33	45
63	100	70
52	100	73
74	58	52
43	100	79
108	100	118
116	82	116
43	100	68
100	63	100
140	52	53
63	43	47
63	82	62
52	136	57
66	108	102
81	33	56
63	138	138
100	81	80
76	63	64
82	117	117
101	74	101
74	82	82
86	48	50
86	36	51
36	74	55
140	60	49
60	86	57
52	95	60
43	86	51
60	64	64
86	86	84
140	86	71
108	43	67
48	60	50
60	60	55
45	60	45
60	38	38
48	60	62
140	38	57
56	56	56
60	56	56
48	60	49
60	95	45
95	60	46
67	54	67
81	58	73
57	67	57
58	100	100
74	48	56
80	81	80
140	108	76
58	58	42
58	54	68
54	48	45
57	81	68
54	67	57
74	57	39
58	58	63
54	48	43
58	57	55
67	67	62
54	140	51
56	67	56
62	58	52
57	67	58
107	140	75
43	58	45
58	107	47
83	58	58
68	43	32
79	66	59
83	68	50
68	79	68
108	79	75
36	68	44
101	43	60
83	83	76
68	43	41
43	43	40
68	43	48
85	68	85
83	83	80
36	107	39
68	68	65
58	83	62
43	101	73
100	48	85
69	83	69
39	58	49
76	88	76
43	88	91
56	108	51
58	88	90
58	70	52
58	56	44
140	107	68
69	58	53
65	58	65
56	81	75
58	56	40
58	70	45
88	52	69
61	56	61
54	43	54
56	48	48
58	58	49
69	39	41
56	108	41
52	58	52
107	58	52
36	65	62
76	71	68
65	81	78
48	67	35
43	59	44
65	76	69
81	65	83
48	66	45
56	48	38
56	66	52
58	164	90
67	48	35
67	81	78
48	56	44
67	67	55
76	76	74
71	76	61
78	65	78
74	164	74
67	65	71
76	67	66
48	67	36
67	108	100
49	59	49
108	67	77
36	36	34
48	108	89
71	88	43
108	96	96
59	108	78
59	71	44
49	49	49
71	108	90
78	81	78
69	69	69
108	48	92
58	59	46
71	59	55
66	67	72
48	48	53
71	36	47
48	59	47
48	59	53
88	36	59
77	77	69
77	46	56
77	59	44
77	46	44
77	106	70
77	59	47
58	46	46
46	107	49
47	48	39
88	48	44
47	46	45
88	81	59
79	47	46
71	79	67
46	56	56
59	81	53
47	55	55
46	88	42
81	77	51
46	46	40
47	47	49
46	81	45
44	104	56
54	54	54
54	70	49
54	54	51
44	55	42
48	104	60
54	54	52
54	55	39
104	140	69
54	81	72
54	104	77
46	55	46
54	104	59
45	54	45
54	104	64
50	104	82
54	57	57
54	59	39
44	104	48
54	54	56
107	51	51
104	54	63
48	71	47
48	55	40
71	70	65
40	58	31
55	47	38
67	58	67
61	58	61
58	40	35
40	58	39
54	44	54
58	47	48
58	55	47
47	40	38
40	47	34
71	58	47
54	55	54
51	44	51
48	55	45
71	47	60
55	48	44
44	44	45
107	140	67
